Post Link,Creation Date,Cumulative questions
14454484,2013-01-22 08:39:03,76
14601807,2013-01-30 10:31:33,77
14731218,2013-02-06 14:16:31,78
14738494,2013-02-06 20:48:26,79
14828857,2013-02-12 09:00:57,80
14841280,2013-02-12 20:32:25,81
14880948,2013-02-14 17:47:56,82
15017731,2013-02-22 05:49:44,83
15031121,2013-02-22 18:47:40,84
15131115,2013-02-28 08:47:27,85
15157058,2013-03-01 11:49:49,86
15188327,2013-03-03 17:18:05,87
15270182,2013-03-07 11:37:58,88
15295304,2013-03-08 13:41:19,89
15304496,2013-03-08 22:35:15,90
15431303,2013-03-15 11:31:38,91
15680583,2013-03-28 11:27:19,92
15914299,2013-04-09 23:22:49,93
16036239,2013-04-16 11:49:08,94
16085959,2013-04-18 14:38:50,95
16196366,2013-04-24 15:42:43,96
16300685,2013-04-30 13:06:45,97
16343468,2013-05-02 16:47:38,98
16938033,2013-06-05 10:54:09,99
17454296,2013-07-03 17:15:34,100
17493359,2013-07-05 16:33:26,101
17540188,2013-07-09 04:53:51,102
17575475,2013-07-10 16:00:06,103
17590168,2013-07-11 09:45:26,104
17594772,2013-07-11 13:31:44,105
17754234,2013-07-19 19:41:56,106
17779931,2013-07-22 04:22:05,107
17956597,2013-07-30 20:19:18,108
18037422,2013-08-03 21:18:26,109
18205121,2013-08-13 09:17:11,110
18231599,2013-08-14 12:20:37,111
18240781,2013-08-14 19:38:53,112
18501255,2013-08-29 02:12:34,113
18635820,2013-09-05 12:03:28,114
18645917,2013-09-05 21:03:00,115
18646884,2013-09-05 22:23:00,116
18672918,2013-09-07 11:41:13,117
18965358,2013-09-23 17:31:14,118
19027476,2013-09-26 11:50:46,119
19120822,2013-10-01 16:00:06,120
19179240,2013-10-04 10:39:47,121
19355955,2013-10-14 08:12:37,122
19453981,2013-10-18 15:59:17,123
19562947,2013-10-24 10:07:26,124
19707803,2013-10-31 13:26:54,125
19717682,2013-10-31 22:29:38,126
19796184,2013-11-05 18:33:02,127
19806373,2013-11-06 07:31:20,128
19958712,2013-11-13 16:10:13,129
20193393,2013-11-25 12:41:16,130
20335663,2013-12-02 18:52:34,131
20372836,2013-12-04 10:29:36,132
20405402,2013-12-05 16:30:31,133
20811474,2013-12-28 05:46:27,134
20974083,2014-01-07 14:24:20,135
21031065,2014-01-09 21:03:33,136
21179771,2014-01-17 07:02:09,137
21305955,2014-01-23 10:49:43,138
21430707,2014-01-29 12:09:13,139
21623773,2014-02-07 09:22:50,140
21710268,2014-02-11 18:37:02,141
21758188,2014-02-13 15:17:02,142
22055759,2014-02-26 23:24:57,143
22332976,2014-03-11 18:04:37,144
22475113,2014-03-18 09:28:20,145
22611861,2014-03-24 14:12:54,146
22634083,2014-03-25 12:05:22,147
22988885,2014-04-10 13:02:31,148
23008967,2014-04-11 09:41:19,149
23199191,2014-04-21 14:13:27,150
23211938,2014-04-22 06:24:07,151
23333937,2014-04-28 06:26:00,152
23540632,2014-05-08 11:35:50,153
23567315,2014-05-09 14:36:44,154
23745407,2014-05-19 19:10:30,155
23789310,2014-05-21 16:47:40,156
23957887,2014-05-30 15:15:18,157
24039796,2014-06-04 14:11:27,158
24220243,2014-06-14 13:06:09,159
24250175,2014-06-16 18:46:43,160
24343557,2014-06-21 16:25:21,161
24485095,2014-06-30 07:37:14,162
24510222,2014-07-01 12:23:52,163
24560282,2014-07-03 17:51:23,164
24909789,2014-07-23 11:52:21,165
24944863,2014-07-24 22:09:36,166
24971266,2014-07-26 13:02:41,167
25048845,2014-07-30 23:52:26,168
25068070,2014-07-31 20:09:28,169
25097438,2014-08-02 17:02:59,170
25237139,2014-08-11 06:38:57,171
25287442,2014-08-13 13:23:07,172
25294373,2014-08-13 19:17:24,173
25312329,2014-08-14 15:50:20,174
25654142,2014-09-03 21:43:47,175
25682962,2014-09-05 09:43:19,176
26207024,2014-10-05 20:42:42,177
26338349,2014-10-13 10:56:25,178
26487573,2014-10-21 13:09:59,179
26518746,2014-10-22 23:14:54,180
26551788,2014-10-24 16:03:48,181
26676656,2014-10-31 14:08:35,182
26703033,2014-11-02 18:51:45,183
26764691,2014-11-05 18:43:16,184
26930902,2014-11-14 13:17:42,185
26982236,2014-11-17 21:23:30,186
26991287,2014-11-18 09:54:06,187
27028396,2014-11-19 22:38:36,188
27171382,2014-11-27 13:00:00,189
27298466,2014-12-04 16:02:06,190
27441552,2014-12-12 10:24:41,191
27514509,2014-12-16 21:45:45,192
27548590,2014-12-18 14:15:16,193
27735762,2015-01-01 23:42:02,194
27759101,2015-01-03 20:16:02,195
28174655,2015-01-27 15:57:55,196
28312487,2015-02-04 02:25:21,197
28500085,2015-02-13 12:52:54,198
28514162,2015-02-14 09:19:11,199
28611038,2015-02-19 16:04:45,200
28633749,2015-02-20 16:32:07,201
28637546,2015-02-20 20:22:46,202
28810819,2015-03-02 13:20:33,203
28852618,2015-03-04 10:54:04,204
28870337,2015-03-05 04:59:16,205
28902185,2015-03-06 15:36:11,206
28988654,2015-03-11 14:01:35,207
29032547,2015-03-13 12:42:53,208
29436664,2015-04-03 17:11:03,209
29533773,2015-04-09 08:43:14,210
29561559,2015-04-10 12:32:52,211
29574771,2015-04-11 06:15:17,212
30005208,2015-05-02 17:16:28,213
30030620,2015-05-04 12:49:20,214
30129712,2015-05-08 17:38:33,215
30259029,2015-05-15 12:00:56,216
30270861,2015-05-16 01:21:12,217
30307892,2015-05-18 16:00:25,218
30393266,2015-05-22 09:36:15,219
30460983,2015-05-26 14:08:52,220
30640942,2015-06-04 10:07:49,221
30702658,2015-06-08 06:44:01,222
30784965,2015-06-11 15:22:20,223
30864234,2015-06-16 09:52:49,224
30892286,2015-06-17 12:55:49,225
30998635,2015-06-23 09:14:09,226
31247456,2015-07-06 13:43:35,227
31253905,2015-07-06 19:19:39,228
31314958,2015-07-09 10:36:21,229
31479469,2015-07-17 15:34:36,230
31536327,2015-07-21 10:19:10,231
31638186,2015-07-26 14:34:52,232
31730696,2015-07-30 17:48:52,233
31821998,2015-08-05 01:32:05,234
31825690,2015-08-05 07:09:30,235
31845301,2015-08-06 01:18:49,236
31912493,2015-08-10 05:58:22,237
31945522,2015-08-11 15:08:30,238
31976064,2015-08-12 21:54:56,239
32133861,2015-08-21 06:36:44,240
32376571,2015-09-03 13:08:49,241
32400653,2015-09-04 14:33:50,242
32407913,2015-09-04 23:27:45,243
32428430,2015-09-06 21:23:00,244
32438524,2015-09-07 12:15:00,245
32462331,2015-09-08 15:58:59,246
32617426,2015-09-16 19:48:17,247
32648209,2015-09-18 09:12:49,248
32691000,2015-09-21 08:54:07,249
32702439,2015-09-21 18:43:38,250
32707826,2015-09-22 03:21:25,251
32710350,2015-09-22 07:00:22,252
32739383,2015-09-23 12:17:14,253
32780045,2015-09-25 10:20:00,254
32841373,2015-09-29 10:13:45,255
32870870,2015-09-30 16:08:20,256
33035222,2015-10-09 09:55:35,257
33197571,2015-10-18 11:45:03,258
33233436,2015-10-20 09:53:05,259
33303516,2015-10-23 13:26:52,260
33305509,2015-10-23 14:59:55,261
33361291,2015-10-27 06:32:56,262
33465852,2015-11-01 18:47:18,263
33498575,2015-11-03 11:58:59,264
33604544,2015-11-09 07:46:47,265
33611780,2015-11-09 14:51:32,266
33744202,2015-11-16 20:40:39,267
33776883,2015-11-18 09:59:10,268
33838225,2015-11-21 00:23:31,269
33913880,2015-11-25 10:20:59,270
33916382,2015-11-25 12:19:03,271
33919619,2015-11-25 14:54:36,272
34029314,2015-12-01 20:16:04,273
34048744,2015-12-02 17:07:06,274
34049351,2015-12-02 17:37:53,275
34063907,2015-12-03 10:45:50,276
34072924,2015-12-03 17:53:53,277
34146510,2015-12-08 01:33:48,278
34175228,2015-12-09 09:33:38,279
34204045,2015-12-10 14:10:47,280
34243540,2015-12-12 18:42:21,281
34413515,2015-12-22 10:22:31,282
34658471,2016-01-07 15:05:04,283
34741609,2016-01-12 10:48:01,284
34856416,2016-01-18 13:54:15,285
34884649,2016-01-19 18:47:48,286
34895199,2016-01-20 08:41:59,287
34927431,2016-01-21 15:15:05,288
34955545,2016-01-22 20:38:01,289
34956823,2016-01-22 22:14:05,290
35012891,2016-01-26 11:33:28,291
35019321,2016-01-26 16:52:03,292
35035268,2016-01-27 10:50:19,293
35158575,2016-02-02 16:21:59,294
35173566,2016-02-03 09:50:59,295
35231883,2016-02-05 19:22:28,296
35417585,2016-02-15 19:32:46,297
35461825,2016-02-17 16:04:39,298
35483796,2016-02-18 14:12:56,299
35505200,2016-02-19 12:18:34,300
35590884,2016-02-24 00:14:02,301
35683576,2016-02-28 14:15:08,302
35719755,2016-03-01 09:57:39,303
35749976,2016-03-02 14:28:06,304
35841549,2016-03-07 10:38:32,305
35998412,2016-03-14 21:26:05,306
36019720,2016-03-15 18:52:04,307
36247524,2016-03-27 12:48:47,308
36308092,2016-03-30 11:54:48,309
36420594,2016-04-05 08:09:53,310
36494250,2016-04-08 07:47:07,311
36603856,2016-04-13 16:03:02,312
36614388,2016-04-14 05:17:52,313
36635429,2016-04-14 22:56:08,314
37105559,2016-05-08 22:35:31,315
37112186,2016-05-09 09:31:20,316
37141225,2016-05-10 14:19:35,317
37368348,2016-05-21 21:48:28,318
37385495,2016-05-23 07:53:48,319
37472857,2016-05-27 00:04:12,320
37709982,2016-06-08 18:16:29,321
37783639,2016-06-13 07:05:39,322
37822471,2016-06-14 21:30:48,323
37919353,2016-06-20 09:49:13,324
37983811,2016-06-23 06:28:34,325
37989040,2016-06-23 10:29:29,326
37989473,2016-06-23 10:49:07,327
38097858,2016-06-29 11:09:41,328
38184798,2016-07-04 12:29:34,329
38187599,2016-07-04 14:57:21,330
38335406,2016-07-12 17:26:37,331
38371020,2016-07-14 09:52:42,332
38397271,2016-07-15 13:23:17,333
38398142,2016-07-15 14:05:28,334
38502172,2016-07-21 10:47:07,335
38522829,2016-07-22 09:24:16,336
38701578,2016-08-01 14:36:18,337
38956459,2016-08-15 13:56:34,338
38976183,2016-08-16 13:24:08,339
39006884,2016-08-17 21:57:52,340
39325931,2016-09-05 07:46:14,341
39407613,2016-09-09 08:54:50,342
39416757,2016-09-09 17:21:34,343
39449019,2016-09-12 11:11:44,344
39461488,2016-09-13 02:44:09,345
39645267,2016-09-22 17:25:01,346
39683771,2016-09-25 05:39:02,347
39880608,2016-10-05 17:48:44,348
40306718,2016-10-28 13:59:38,349
40308372,2016-10-28 15:27:28,350
40342039,2016-10-31 12:18:24,351
40469264,2016-11-07 15:55:02,352
40571364,2016-11-13 06:55:00,353
40715895,2016-11-21 08:41:50,354
40716810,2016-11-21 09:31:56,355
40804894,2016-11-25 12:17:01,356
40825682,2016-11-27 04:10:44,357
40950004,2016-12-03 16:36:57,358
40972864,2016-12-05 11:09:36,359
41051411,2016-12-09 00:53:27,360
41187347,2016-12-16 15:12:49,361
41192353,2016-12-16 20:59:49,362
41243473,2016-12-20 13:26:58,363
41312820,2016-12-24 11:24:55,364
41428755,2017-01-02 14:35:41,365
41474321,2017-01-04 22:30:43,366
41506231,2017-01-06 12:54:57,367
41517598,2017-01-07 03:49:51,368
41575836,2017-01-10 18:27:30,369
41589310,2017-01-11 11:09:09,370
41737351,2017-01-19 08:45:38,371
41769410,2017-01-20 17:38:10,372
41772306,2017-01-20 21:05:16,373
41962301,2017-01-31 16:17:05,374
41998502,2017-02-02 09:29:23,375
42051407,2017-02-05 11:16:18,376
42146116,2017-02-09 20:20:24,377
42181306,2017-02-11 21:13:13,378
42221084,2017-02-14 08:24:29,379
42247570,2017-02-15 11:04:15,380
42401456,2017-02-22 20:18:59,381
42441628,2017-02-24 14:52:03,382
42481269,2017-02-27 08:47:53,383
42526756,2017-03-01 08:30:47,384
42575874,2017-03-03 10:02:34,385
42630892,2017-03-06 16:37:48,386
42690547,2017-03-09 08:43:47,387
42698986,2017-03-09 15:17:14,388
42812375,2017-03-15 14:17:15,389
42945136,2017-03-22 07:21:11,390
43036688,2017-03-27 01:45:40,391
43087622,2017-03-29 07:56:32,392
43110567,2017-03-30 06:52:00,393
43115916,2017-03-30 10:59:23,394
43126885,2017-03-30 19:34:17,395
43134237,2017-03-31 06:49:45,396
43217743,2017-04-04 21:08:27,397
43344968,2017-04-11 11:44:15,398
43589322,2017-04-24 13:23:53,399
43638471,2017-04-26 15:27:26,400
43705560,2017-04-30 10:48:12,401
43788239,2017-05-04 16:25:08,402
43979833,2017-05-15 12:39:51,403
43999916,2017-05-16 11:13:30,404
44004312,2017-05-16 14:28:58,405
44175042,2017-05-25 07:43:17,406
44202576,2017-05-26 13:13:50,407
44312957,2017-06-01 16:38:48,408
44490268,2017-06-12 01:32:42,409
44668697,2017-06-21 06:49:10,410
44700092,2017-06-22 12:57:37,411
44796053,2017-06-28 07:23:08,412
44826405,2017-06-29 13:24:30,413
44918987,2017-07-05 06:56:08,414
45038888,2017-07-11 15:33:39,415
45084130,2017-07-13 14:48:07,416
45207411,2017-07-20 06:57:07,417
45214986,2017-07-20 12:37:45,418
45238426,2017-07-21 13:02:46,419
45268012,2017-07-23 17:32:45,420
45284799,2017-07-24 15:42:01,421
45354244,2017-07-27 14:50:26,422
45380532,2017-07-28 18:55:16,423
45453538,2017-08-02 06:54:38,424
45537340,2017-08-06 22:47:48,425
45539403,2017-08-07 04:23:19,426
45608566,2017-08-10 08:39:48,427
45647160,2017-08-12 06:18:38,428
45712346,2017-08-16 11:28:44,429
45732698,2017-08-17 10:30:07,430
45781814,2017-08-20 11:48:10,431
45816506,2017-08-22 11:33:49,432
45872310,2017-08-24 23:24:32,433
45978208,2017-08-31 09:39:32,434
45992350,2017-09-01 01:55:56,435
45993704,2017-09-01 05:19:00,436
45996013,2017-09-01 08:21:34,437
46056089,2017-09-05 13:22:07,438
46077118,2017-09-06 13:54:41,439
46178056,2017-09-12 13:42:41,440
46236380,2017-09-15 09:34:24,441
46280363,2017-09-18 13:19:41,442
46293083,2017-09-19 06:12:13,443
46297191,2017-09-19 09:47:58,444
46370136,2017-09-22 17:25:27,445
46519519,2017-10-02 04:29:23,446
46578244,2017-10-05 05:09:35,447
46614123,2017-10-06 21:24:41,448
46617776,2017-10-07 07:26:00,449
46961198,2017-10-26 18:16:57,450
47008880,2017-10-30 05:57:09,451
47153069,2017-11-07 08:21:28,452
47514711,2017-11-27 15:42:28,453
47535891,2017-11-28 16:02:45,454
47631290,2017-12-04 10:30:29,455
47636554,2017-12-04 15:22:05,456
47781558,2017-12-12 21:08:26,457
47856775,2017-12-17 15:47:59,458
47922806,2017-12-21 10:23:09,459
47972311,2017-12-25 22:04:07,460
47979438,2017-12-26 13:41:36,461
47985529,2017-12-27 02:10:04,462
48056431,2018-01-02 06:23:22,463
48073875,2018-01-03 08:42:00,464
48180293,2018-01-10 04:25:46,465
48305028,2018-01-17 15:51:18,466
48357622,2018-01-20 15:05:52,467
48362776,2018-01-21 01:20:29,468
48516033,2018-01-30 07:25:37,469
48583100,2018-02-02 12:50:24,470
48592538,2018-02-02 23:58:08,471
48646277,2018-02-06 15:17:07,472
48806134,2018-02-15 11:27:26,473
48843111,2018-02-17 15:56:09,474
49146566,2018-03-07 07:42:16,475
49149759,2018-03-07 10:35:20,476
49175780,2018-03-08 14:41:22,477
49241174,2018-03-12 17:27:03,478
49277943,2018-03-14 12:35:12,479
49384476,2018-03-20 12:39:20,480
49431922,2018-03-22 15:00:07,481
49508939,2018-03-27 09:19:41,482
49794633,2018-04-12 10:50:03,483
49885133,2018-04-17 18:31:16,484
49887129,2018-04-17 20:39:32,485
50015531,2018-04-25 06:37:19,486
50067376,2018-04-27 17:21:24,487
50086224,2018-04-29 11:46:26,488
50122255,2018-05-01 18:58:49,489
50200678,2018-05-06 14:17:05,490
50242606,2018-05-08 21:37:20,491
50274966,2018-05-10 14:13:32,492
50326808,2018-05-14 09:13:35,493
50398558,2018-05-17 18:47:29,494
50495354,2018-05-23 18:42:00,495
50536637,2018-05-25 20:45:43,496
50604772,2018-05-30 12:32:41,497
50611786,2018-05-30 19:03:45,498
50659777,2018-06-02 18:07:53,499
50843832,2018-06-13 18:21:56,500
50911973,2018-06-18 14:39:42,501
50930377,2018-06-19 14:02:19,502
51039570,2018-06-26 09:36:22,503
51077744,2018-06-28 08:04:44,504
51130599,2018-07-02 06:57:48,505
51185052,2018-07-05 06:56:58,506
51309520,2018-07-12 15:30:30,507
51314119,2018-07-12 20:41:34,508
51359582,2018-07-16 10:20:32,509
51417165,2018-07-19 07:51:06,510
51437768,2018-07-20 07:57:22,511
51497068,2018-07-24 11:07:39,512
51539795,2018-07-26 13:16:17,513
51637579,2018-08-01 15:52:51,514
51655435,2018-08-02 13:55:11,515
51779836,2018-08-10 05:54:09,516
51830867,2018-08-13 21:31:58,517
51913769,2018-08-19 01:33:43,518
51981879,2018-08-23 08:55:56,519
51999057,2018-08-24 06:59:29,520
52129289,2018-09-01 14:55:27,521
52150393,2018-09-03 13:05:56,522
52154705,2018-09-03 18:26:36,523
52189072,2018-09-05 15:46:14,524
52218723,2018-09-07 08:43:37,525
52419912,2018-09-20 07:34:11,526
52459348,2018-09-22 17:52:09,527
52488082,2018-09-24 22:17:28,528
52590723,2018-10-01 12:04:58,529
52661847,2018-10-05 08:54:20,530
52775785,2018-10-12 08:52:41,531
52841037,2018-10-16 17:33:38,532
52931820,2018-10-22 14:31:50,533
53037452,2018-10-29 00:54:20,534
53041262,2018-10-29 08:13:33,535
53104075,2018-11-01 15:12:22,536
53186524,2018-11-07 09:20:05,537
53232704,2018-11-09 20:12:27,538
53261693,2018-11-12 11:57:49,539
53318657,2018-11-15 11:38:59,540
53404838,2018-11-21 03:25:34,541
53585663,2018-12-02 23:32:45,542
53648889,2018-12-06 10:07:14,543
53790998,2018-12-15 09:04:43,544
54031339,2019-01-03 23:44:45,545
54056343,2019-01-05 21:16:31,546
54113984,2019-01-09 16:01:10,547
54114025,2019-01-09 16:03:32,548
54198782,2019-01-15 12:22:47,549
54235869,2019-01-17 12:22:02,550
54285509,2019-01-21 07:54:36,551
54350016,2019-01-24 15:24:44,552
54359119,2019-01-25 04:54:46,553
54371868,2019-01-25 19:44:09,554
54470132,2019-01-31 22:26:51,555
54521929,2019-02-04 18:08:57,556
54525096,2019-02-04 22:12:34,557
54695471,2019-02-14 16:58:53,558
54809868,2019-02-21 14:50:39,559
54816441,2019-02-21 21:24:30,560
54850325,2019-02-24 09:00:46,561
54901143,2019-02-27 08:35:24,562
54904260,2019-02-27 11:17:35,563
55020077,2019-03-06 09:51:35,564
55032773,2019-03-06 21:54:27,565
55055807,2019-03-08 02:19:40,566
55074021,2019-03-09 04:36:40,567
55104883,2019-03-11 15:07:44,568
55159006,2019-03-14 09:29:54,569
55160399,2019-03-14 10:39:08,570
55235741,2019-03-19 07:39:31,571
55291673,2019-03-22 01:40:04,572
55399422,2019-03-28 13:57:54,573
55456836,2019-04-01 13:53:58,574
55491383,2019-04-03 09:13:19,575
55511721,2019-04-04 08:52:59,576
55514446,2019-04-04 11:08:55,577
55557348,2019-04-07 09:13:13,578
55572415,2019-04-08 11:28:48,579
55592075,2019-04-09 11:43:05,580
55720365,2019-04-17 05:18:03,581
55727314,2019-04-17 12:12:47,582
55874578,2019-04-26 20:32:08,583
55964863,2019-05-03 07:11:33,584
56191607,2019-05-17 18:12:41,585
56264704,2019-05-22 20:41:08,586
56278180,2019-05-23 15:07:54,587
56440986,2019-06-04 09:19:26,588
56443367,2019-06-04 11:53:49,589
56444753,2019-06-04 13:17:46,590
56500625,2019-06-07 20:03:58,591
56522617,2019-06-10 07:59:45,592
56646536,2019-06-18 10:00:40,593
56744754,2019-06-24 22:35:55,594
56776593,2019-06-26 15:44:07,595
56806800,2019-06-28 12:17:30,596
56858751,2019-07-02 19:13:46,597
56869587,2019-07-03 11:55:07,598
56960011,2019-07-09 20:21:26,599
56966066,2019-07-10 08:02:27,600
57038864,2019-07-15 11:35:26,601
57176986,2019-07-24 06:59:13,602
57607913,2019-08-22 11:03:28,603
57821480,2019-09-06 11:51:12,604
57833811,2019-09-07 12:43:58,605
57959152,2019-09-16 14:38:00,606
58095097,2019-09-25 09:16:48,607
58096307,2019-09-25 10:26:30,608
58119115,2019-09-26 14:31:23,609
58167887,2019-09-30 12:26:19,610
58190645,2019-10-01 18:48:57,611
58206128,2019-10-02 17:06:06,612
58207603,2019-10-02 18:47:24,613
58265506,2019-10-07 07:57:55,614
58273787,2019-10-07 16:40:46,615
58286472,2019-10-08 12:34:20,616
58300509,2019-10-09 08:58:11,617
58310742,2019-10-09 19:09:51,618
58382045,2019-10-14 18:11:37,619
58435518,2019-10-17 14:58:17,620
58463316,2019-10-19 11:42:18,621
58512731,2019-10-22 21:48:58,622
58600492,2019-10-29 01:46:57,623
58756490,2019-11-07 20:31:17,624
58756628,2019-11-07 20:42:23,625
58863651,2019-11-14 18:35:35,626
58910579,2019-11-18 08:32:52,627
58983848,2019-11-21 21:14:15,628
59000910,2019-11-22 19:53:38,629
59035829,2019-11-25 16:08:20,630
59114531,2019-11-30 08:33:17,631
59209016,2019-12-06 07:51:56,632
59219948,2019-12-06 20:29:46,633
59325278,2019-12-13 15:14:20,634
59326217,2019-12-13 16:15:01,635
59353235,2019-12-16 08:55:07,636
59377722,2019-12-17 15:47:24,637
59511682,2019-12-28 14:15:32,638
59570661,2020-01-02 22:10:09,639
59759259,2020-01-15 20:42:59,640
59943623,2020-01-28 07:03:36,641
60033749,2020-02-03 05:51:16,642
60056589,2020-02-04 11:38:59,643
60116952,2020-02-07 15:58:10,644
60305891,2020-02-19 17:17:50,645
60312509,2020-02-20 03:33:20,646
60377369,2020-02-24 13:53:08,647
60393646,2020-02-25 11:32:07,648
60394988,2020-02-25 12:45:20,649
60445111,2020-02-28 04:06:46,650
60485520,2020-03-02 09:07:32,651
60522006,2020-03-04 08:42:13,652
60533905,2020-03-04 20:05:45,653
60581289,2020-03-07 19:11:59,654
60590021,2020-03-08 17:14:35,655
60760661,2020-03-19 15:50:28,656
60845324,2020-03-25 08:40:08,657
60868599,2020-03-26 13:38:32,658
60870945,2020-03-26 15:42:36,659
60881471,2020-03-27 07:17:45,660
60982443,2020-04-02 00:28:24,661
61001472,2020-04-02 21:30:42,662
61081425,2020-04-07 13:42:55,663
61089595,2020-04-07 21:21:09,664
61097086,2020-04-08 09:07:05,665
61218298,2020-04-14 22:27:11,666
61240245,2020-04-15 23:26:27,667
61244217,2020-04-16 06:43:32,668
61341611,2020-04-21 10:42:37,669
61516689,2020-04-30 05:49:25,670
61631076,2020-05-06 08:50:52,671
61654399,2020-05-07 09:30:48,672
61736495,2020-05-11 18:17:09,673
61788681,2020-05-14 03:16:03,674
61840396,2020-05-16 16:54:01,675
61877478,2020-05-18 19:26:59,676
61985751,2020-05-24 12:09:50,677
62132488,2020-06-01 12:45:21,678
62191218,2020-06-04 09:26:25,679
62252630,2020-06-07 22:45:08,680
62324020,2020-06-11 12:06:23,681
62394843,2020-06-15 18:41:48,682
62403650,2020-06-16 07:55:17,683
62500945,2020-06-21 15:50:40,684
62506644,2020-06-22 02:33:53,685
62643721,2020-06-29 17:37:08,686
62674197,2020-07-01 09:53:37,687
62697350,2020-07-02 13:21:50,688
62712685,2020-07-03 09:40:07,689
62771543,2020-07-07 08:56:36,690
62793841,2020-07-08 11:30:52,691
62828587,2020-07-10 06:37:51,692
62889664,2020-07-14 06:59:14,693
62924678,2020-07-15 22:27:55,694
63007077,2020-07-21 03:50:47,695
63188186,2020-07-31 08:15:37,696
63195167,2020-07-31 15:53:50,697
63317275,2020-08-08 15:43:22,698
63318300,2020-08-08 17:25:46,699
63437780,2020-08-16 13:59:07,700
63443980,2020-08-17 02:59:28,701
63494735,2020-08-19 20:44:44,702
63627456,2020-08-28 04:26:33,703
63691705,2020-09-01 16:24:21,704
63703497,2020-09-02 10:20:17,705
63709161,2020-09-02 15:55:35,706
63743066,2020-09-04 14:26:45,707
63767563,2020-09-06 18:26:57,708
63791518,2020-09-08 09:58:51,709
63820667,2020-09-09 23:06:12,710
63873759,2020-09-13 17:41:46,711
63953516,2020-09-18 09:57:48,712
64062746,2020-09-25 10:55:29,713
64079713,2020-09-26 15:58:30,714
64144397,2020-09-30 19:20:56,715
64224044,2020-10-06 10:35:34,716
64241809,2020-10-07 10:07:18,717
64313719,2020-10-12 07:53:16,718
64333574,2020-10-13 10:36:52,719
64808062,2020-11-12 16:43:11,720
64851463,2020-11-16 01:04:49,721
64857968,2020-11-16 12:22:58,722
64864084,2020-11-16 19:00:39,723
64881483,2020-11-17 18:50:38,724
64929261,2020-11-20 12:12:27,725
65055638,2020-11-28 23:55:57,726
65077444,2020-11-30 16:32:37,727
65121523,2020-12-03 07:27:26,728
65135309,2020-12-03 22:43:40,729
65191598,2020-12-08 00:55:36,730
65267655,2020-12-12 17:13:56,731
65421930,2020-12-23 09:29:06,732
65433577,2020-12-24 03:22:08,733
65437030,2020-12-24 10:28:23,734
65446121,2020-12-25 07:31:36,735
